date,year_month,month_day,weekday,weather,highest_temp,lowest_temp,average_temp,temp_difference,wind_direction,power,direction,air_quality,air_measure,air_degree,year
2022-12-18,2022-12,12-18,周日,晴,9,0,4.5,9,西北风1级,1级,西北风,87 良,87,良,2022
2022-12-19,2022-12,12-19,周一,晴,12,2,7.0,10,东南风1级,1级,东南风,81 良,81,良,2022
2022-12-20,2022-12,12-20,周二,多云,10,3,6.5,7,东北风1级,1级,东北风,76 良,76,良,2022
2022-12-21,2022-12,12-21,周三,晴,15,3,9.0,12,西南风2级,2级,西南风,79 良,79,良,2022
2022-12-22,2022-12,12-22,周四,晴,13,1,7.0,12,东北风3级,3级,东北风,74 良,74,良,2022
2022-12-23,2022-12,12-23,周五,晴,11,2,6.5,9,东北风2级,2级,东北风,86 良,86,良,2022
2022-12-24,2022-12,12-24,周六,晴,13,3,8.0,10,东北风2级,2级,东北风,83 良,83,良,2022
2022-12-25,2022-12,12-25,周日,晴~多云,13,4,8.5,9,东北风2级,2级,东北风,74 良,74,良,2022
2022-12-26,2022-12,12-26,周一,多云,9,5,7.0,4,东北风3级,3级,东北风,69 良,69,良,2022
2022-12-27,2022-12,12-27,周二,多云~小雨,9,4,6.5,5,北风3级,3级,北风,77 良,77,良,2022
2022-12-28,2022-12,12-28,周三,小雨,5,2,3.5,3,西北风2级,2级,西北风,85 良,85,良,2022
2022-12-29,2022-12,12-29,周四,小雨~多云,4,2,3.0,2,西北风3级,3级,西北风,70 良,70,良,2022
2022-12-30,2022-12,12-30,周五,多云~晴,9,3,6.0,6,东北风2级,2级,东北风,75 良,75,良,2022
2022-12-31,2022-12,12-31,周六,雾~多云,10,6,8.0,4,东北风2级,2级,东北风,73 良,73,良,2022
2023-01-01,2023-01,01-01,周日,多云,12,6,9.0,6,北风2级,2级,北风,84 良,84,良,2023
2023-01-02,2023-01,01-02,周一,多云,8,6,7.0,2,北风3级,3级,北风,76 良,76,良,2023
2023-01-03,2023-01,01-03,周二,多云,10,6,8.0,4,东北风3级,3级,东北风,108 轻度,108,轻度,2023
2023-01-04,2023-01,01-04,周三,多云,13,6,9.5,7,东北风2级,2级,东北风,50 优,50,优,2023
2023-01-05,2023-01,01-05,周四,多云~晴,14,8,11.0,6,东北风2级,2级,东北风,60 良,60,良,2023
2023-01-06,2023-01,01-06,周五,雾~晴,17,7,12.0,10,西北风1级,1级,西北风,85 良,85,良,2023
2023-01-07,2023-01,01-07,周六,多云~晴,18,6,12.0,12,东南风1级,1级,东南风,108 轻度,108,轻度,2023
2023-01-08,2023-01,01-08,周日,多云,20,9,14.5,11,南风2级,2级,南风,115 轻度,115,轻度,2023
2023-01-09,2023-01,01-09,周一,多云~晴,18,8,13.0,10,东北风1级,1级,东北风,92 良,92,良,2023
2023-01-10,2023-01,01-10,周二,多云~晴,16,6,11.0,10,东北风3级,3级,东北风,166 中度,166,中度,2023
2023-01-11,2023-01,01-11,周三,多云~雷阵雨,17,13,15.0,4,东南风1级,1级,东南风,130 轻度,130,轻度,2023
2023-01-12,2023-01,01-12,周四,小雨~中雨,16,14,15.0,2,西南风2级,2级,西南风,100 良,100,良,2023
2023-01-13,2023-01,01-13,周五,中雨,21,11,16.0,10,南风1级,1级,南风,38 优,38,优,2023
2023-01-14,2023-01,01-14,周六,阴~小雪,11,1,6.0,10,北风4级,4级,北风,24 优,24,优,2023
2023-01-15,2023-01,01-15,周日,中雪~多云,1,-1,0.0,2,北风4级,4级,北风,32 优,32,优,2023
2023-01-16,2023-01,01-16,周一,晴~多云,3,1,2.0,2,北风3级,3级,北风,51 良,51,良,2023
2023-01-17,2023-01,01-17,周二,阴~多云,5,0,2.5,5,北风2级,2级,北风,59 良,59,良,2023
2023-01-18,2023-01,01-18,周三,晴~多云,9,3,6.0,6,东北风2级,2级,东北风,66 良,66,良,2023
2023-01-19,2023-01,01-19,周四,多云,8,3,5.5,5,东北风1级,1级,东北风,73 良,73,良,2023
2023-01-20,2023-01,01-20,周五,多云,11,6,8.5,5,东北风3级,3级,东北风,84 良,84,良,2023
2023-01-21,2023-01,01-21,周六,多云~小雨,10,6,8.0,4,东北风2级,2级,东北风,100 良,100,良,2023
2023-01-22,2023-01,01-22,周日,小雨,7,6,6.5,1,北风2级,2级,北风,102 轻度,102,轻度,2023
2023-01-23,2023-01,01-23,周一,雾~多云,7,1,4.0,6,西北风3级,3级,西北风,76 良,76,良,2023
2023-01-24,2023-01,01-24,周二,多云~晴,6,-2,2.0,8,北风4级,4级,北风,95 良,95,良,2023
2023-01-25,2023-01,01-25,周三,晴,5,0,2.5,5,东风1级,1级,东风,60 良,60,良,2023
2023-01-26,2023-01,01-26,周四,多云,5,1,3.0,4,东北风1级,1级,东北风,65 良,65,良,2023
2023-01-27,2023-01,01-27,周五,晴,8,-2,3.0,10,东北风3级,3级,东北风,88 良,88,良,2023
2023-01-28,2023-01,01-28,周六,晴,9,-1,4.0,10,北风2级,2级,北风,71 良,71,良,2023
2023-01-29,2023-01,01-29,周日,晴,12,1,6.5,11,西南风1级,1级,西南风,62 良,62,良,2023
2023-01-30,2023-01,01-30,周一,晴,15,2,8.5,13,南风2级,2级,南风,79 良,79,良,2023
2023-01-31,2023-01,01-31,周二,晴,21,9,15.0,12,西南风2级,2级,西南风,79 良,79,良,2023
2023-02-01,2023-02,02-01,周三,多云~阴,17,7,12.0,10,东北风2级,2级,东北风,93 良,93,良,2023
2023-02-02,2023-02,02-02,周四,多云~小雨,7,4,5.5,3,北风3级,3级,北风,82 良,82,良,2023
2023-02-03,2023-02,02-03,周五,小雨,6,5,5.5,1,东北风2级,2级,东北风,48 优,48,优,2023
2023-02-04,2023-02,02-04,周六,小雨,8,6,7.0,2,北风2级,2级,北风,74 良,74,良,2023
2023-02-05,2023-02,02-05,周日,中雨~小雨,8,7,7.5,1,西北风1级,1级,西北风,81 良,81,良,2023
2023-02-06,2023-02,02-06,周一,小雨~阴,9,7,8.0,2,西北风1级,1级,西北风,68 良,68,良,2023
2023-02-07,2023-02,02-07,周二,雾~小雨,13,9,11.0,4,北风2级,2级,北风,93 良,93,良,2023
2023-02-08,2023-02,02-08,周三,中雨,10,8,9.0,2,北风2级,2级,北风,58 良,58,良,2023
2023-02-09,2023-02,02-09,周四,小雨~阴,10,7,8.5,3,北风2级,2级,北风,47 优,47,优,2023
2023-02-10,2023-02,02-10,周五,小雨,9,7,8.0,2,东北风2级,2级,东北风,52 良,52,良,2023
2023-02-11,2023-02,02-11,周六,阴~中雨,9,8,8.5,1,东北风2级,2级,东北风,42 优,42,优,2023
2023-02-12,2023-02,02-12,周日,雾~小雨,11,6,8.5,5,北风2级,2级,北风,24 优,24,优,2023
2023-02-13,2023-02,02-13,周一,小雨~阴,7,4,5.5,3,北风4级,4级,北风,19 优,19,优,2023
2023-02-14,2023-02,02-14,周二,多云~晴,10,3,6.5,7,北风3级,3级,北风,43 优,43,优,2023
2023-02-15,2023-02,02-15,周三,雾~晴,11,3,7.0,8,东北风3级,3级,东北风,59 良,59,良,2023
2023-02-16,2023-02,02-16,周四,多云~晴,12,7,9.5,5,东北风1级,1级,东北风,71 良,71,良,2023
2023-02-17,2023-02,02-17,周五,多云,15,9,12.0,6,西南风2级,2级,西南风,75 良,75,良,2023
2023-02-18,2023-02,02-18,周六,雾~小雨,20,11,15.5,9,西风1级,1级,西风,83 良,83,良,2023
2023-02-19,2023-02,02-19,周日,多云~晴,16,8,12.0,8,北风3级,3级,北风,106 轻度,106,轻度,2023
2023-02-20,2023-02,02-20,周一,多云~晴,17,7,12.0,10,东北风3级,3级,东北风,129 轻度,129,轻度,2023
2023-02-21,2023-02,02-21,周二,多云~晴,15,6,10.5,9,东北风3级,3级,东北风,78 良,78,良,2023
2023-02-22,2023-02,02-22,周三,多云,11,7,9.0,4,北风3级,3级,北风,64 良,64,良,2023
2023-02-23,2023-02,02-23,周四,雾~小雨,10,7,8.5,3,北风2级,2级,北风,78 良,78,良,2023
2023-02-24,2023-02,02-24,周五,雾~多云,11,7,9.0,4,北风3级,3级,北风,61 良,61,良,2023
2023-02-25,2023-02,02-25,周六,雾~晴,14,5,9.5,9,东北风3级,3级,东北风,99 良,99,良,2023
2023-02-26,2023-02,02-26,周日,晴,14,5,9.5,9,东北风3级,3级,东北风,74 良,74,良,2023
2023-02-27,2023-02,02-27,周一,晴,15,6,10.5,9,东风1级,1级,东风,62 良,62,良,2023
2023-02-28,2023-02,02-28,周二,小雨~多云,16,9,12.5,7,东北风1级,1级,东北风,76 良,76,良,2023
2023-03-01,2023-03,03-01,周三,多云,19,10,14.5,9,东北风3级,3级,东北风,77 良,77,良,2023
2023-03-02,2023-03,03-02,周四,多云,19,9,14.0,10,东北风3级,3级,东北风,109 轻度,109,轻度,2023
2023-03-03,2023-03,03-03,周五,多云~晴,17,9,13.0,8,西南风2级,2级,西南风,98 良,98,良,2023
2023-03-04,2023-03,03-04,周六,多云~晴,19,9,14.0,10,南风1级,1级,南风,134 轻度,134,轻度,2023
2023-03-05,2023-03,03-05,周日,多云~晴,23,10,16.5,13,东南风2级,2级,东南风,105 轻度,105,轻度,2023
2023-03-06,2023-03,03-06,周一,晴,25,12,18.5,13,东南风2级,2级,东南风,81 良,81,良,2023
2023-03-07,2023-03,03-07,周二,多云~阴,26,17,21.5,9,西南风2级,2级,西南风,80 良,80,良,2023
2023-03-08,2023-03,03-08,周三,小雨~雾,19,14,16.5,5,西北风1级,1级,西北风,98 良,98,良,2023
2023-03-09,2023-03,03-09,周四,雾~晴,23,12,17.5,11,西南风1级,1级,西南风,79 良,79,良,2023
2023-03-10,2023-03,03-10,周五,雾~小雨,26,18,22.0,8,南风2级,2级,南风,83 良,83,良,2023
2023-03-11,2023-03,03-11,周六,小雨,21,13,17.0,8,东北风2级,2级,东北风,72 良,72,良,2023
2023-03-12,2023-03,03-12,周日,多云,19,9,14.0,10,东北风5级,5级,东北风,105 轻度,105,轻度,2023
2023-03-13,2023-03,03-13,周一,多云~晴,19,7,13.0,12,北风2级,2级,北风,78 良,78,良,2023
2023-03-14,2023-03,03-14,周二,晴~小雨,24,14,19.0,10,西南风3级,3级,西南风,77 良,77,良,2023
2023-03-15,2023-03,03-15,周三,小雨~多云,24,14,19.0,10,东南风2级,2级,东南风,71 良,71,良,2023
2023-03-16,2023-03,03-16,周四,多云~中雨,24,12,18.0,12,东北风2级,2级,东北风,117 轻度,117,轻度,2023
2023-03-17,2023-03,03-17,周五,小雨~阴,11,8,9.5,3,北风3级,3级,北风,41 优,41,优,2023
2023-03-18,2023-03,03-18,周六,小雨,11,9,10.0,2,北风2级,2级,北风,38 优,38,优,2023
2023-03-19,2023-03,03-19,周日,中雨~小雨,10,9,9.5,1,北风1级,1级,北风,31 优,31,优,2023
2023-03-20,2023-03,03-20,周一,雾~中雨,12,11,11.5,1,南风1级,1级,南风,36 优,36,优,2023
2023-03-21,2023-03,03-21,周二,雾~中雨,14,12,13.0,2,北风1级,1级,北风,32 优,32,优,2023
2023-03-22,2023-03,03-22,周三,暴雨~阴,18,13,15.5,5,北风2级,2级,北风,22 优,22,优,2023
2023-03-23,2023-03,03-23,周四,小雨~中雨,17,11,14.0,6,东北风3级,3级,东北风,40 优,40,优,2023
2023-03-24,2023-03,03-24,周五,小雨~阴,10,8,9.0,2,北风4级,4级,北风,58 良,58,良,2023
2023-03-25,2023-03,03-25,周六,小雨~阴,10,8,9.0,2,北风2级,2级,北风,58 良,58,良,2023
2023-03-26,2023-03,03-26,周日,多云,17,12,14.5,5,东北风3级,3级,东北风,43 优,43,优,2023
2023-03-27,2023-03,03-27,周一,多云~阴,15,10,12.5,5,北风1级,1级,北风,82 良,82,良,2023
2023-03-28,2023-03,03-28,周二,多云~阴,17,12,14.5,5,东北风2级,2级,东北风,72 良,72,良,2023
2023-03-29,2023-03,03-29,周三,小雨~阴,13,11,12.0,2,东北风1级,1级,东北风,77 良,77,良,2023
2023-03-30,2023-03,03-30,周四,雾~晴,19,11,15.0,8,东北风1级,1级,东北风,65 良,65,良,2023
2023-03-31,2023-03,03-31,周五,雾~多云,21,13,17.0,8,东风2级,2级,东风,62 良,62,良,2023
2023-04-01,2023-04,04-01,周六,雾~晴,24,15,19.5,9,东南风1级,1级,东南风,59 良,59,良,2023
2023-04-02,2023-04,04-02,周日,小雨~雷阵雨,25,19,22.0,6,东南风2级,2级,东南风,61 良,61,良,2023
2023-04-03,2023-04,04-03,周一,小雨~暴雨,25,17,21.0,8,南风4级,4级,南风,41 优,41,优,2023
2023-04-04,2023-04,04-04,周二,中雨~小雨,18,13,15.5,5,东北风2级,2级,东北风,31 优,31,优,2023
2023-04-05,2023-04,04-05,周三,多云~小雨,19,13,16.0,6,东北风3级,3级,东北风,33 优,33,优,2023
2023-04-06,2023-04,04-06,周四,中雨~多云,14,10,12.0,4,北风3级,3级,北风,32 优,32,优,2023
2023-04-07,2023-04,04-07,周五,雾~多云,20,13,16.5,7,东北风3级,3级,东北风,55 良,55,良,2023
2023-04-08,2023-04,04-08,周六,晴,22,12,17.0,10,东北风3级,3级,东北风,60 良,60,良,2023
2023-04-09,2023-04,04-09,周日,晴,24,14,19.0,10,南风2级,2级,南风,68 良,68,良,2023
2023-04-10,2023-04,04-10,周一,多云~小雨,25,19,22.0,6,西南风3级,3级,西南风,74 良,74,良,2023
2023-04-11,2023-04,04-11,周二,小雨,25,19,22.0,6,西南风1级,1级,西南风,70 良,70,良,2023
2023-04-12,2023-04,04-12,周三,小雨~中雨,28,20,24.0,8,东北风2级,2级,东北风,86 良,86,良,2023
2023-04-13,2023-04,04-13,周四,暴雨~中雨,21,18,19.5,3,南风2级,2级,南风,46 优,46,优,2023
2023-04-14,2023-04,04-14,周五,小雨~多云,20,18,19.0,2,北风2级,2级,北风,32 优,32,优,2023
2023-04-15,2023-04,04-15,周六,多云~晴,27,17,22.0,10,西北风2级,2级,西北风,75 良,75,良,2023
2023-04-16,2023-04,04-16,周日,晴,30,18,24.0,12,西南风3级,3级,西南风,77 良,77,良,2023
2023-04-17,2023-04,04-17,周一,晴~多云,34,23,28.5,11,西南风3级,3级,西南风,79 良,79,良,2023
2023-04-18,2023-04,04-18,周二,大暴雨~小雨,22,21,21.5,1,东南风2级,2级,东南风,42 优,42,优,2023
2023-04-19,2023-04,04-19,周三,多云~晴,26,21,23.5,5,东北风2级,2级,东北风,38 优,38,优,2023
2023-04-20,2023-04,04-20,周四,雾~多云,30,20,25.0,10,东北风2级,2级,东北风,63 良,63,良,2023
2023-04-21,2023-04,04-21,周五,多云~雷阵雨,28,19,23.5,9,东北风3级,3级,东北风,51 良,51,良,2023
2023-04-22,2023-04,04-22,周六,大雨~中雨,18,13,15.5,5,北风3级,3级,北风,53 良,53,良,2023
2023-04-23,2023-04,04-23,周日,中雨~小雨,14,11,12.5,3,北风3级,3级,北风,29 优,29,优,2023
2023-04-24,2023-04,04-24,周一,大雨~小雨,13,12,12.5,1,北风3级,3级,北风,17 优,17,优,2023
2023-04-25,2023-04,04-25,周二,小雨~晴,15,11,13.0,4,西北风1级,1级,西北风,39 优,39,优,2023
2023-04-26,2023-04,04-26,周三,小雨~晴,20,13,16.5,7,东北风2级,2级,东北风,35 优,35,优,2023
2023-04-27,2023-04,04-27,周四,多云~雷阵雨,23,18,20.5,5,西南风2级,2级,西南风,47 优,47,优,2023
2023-04-28,2023-04,04-28,周五,中雨~雷阵雨,21,14,17.5,7,西南风1级,1级,西南风,46 优,46,优,2023
2023-04-29,2023-04,04-29,周六,多云~晴,18,11,14.5,7,西北风2级,2级,西北风,113 轻度,113,轻度,2023
2023-04-30,2023-04,04-30,周日,晴,24,13,18.5,11,西南风1级,1级,西南风,118 轻度,118,轻度,2023
2023-05-01,2023-05,05-01,周一,多云~晴,28,18,23.0,10,东南风2级,2级,东南风,90 良,90,良,2023
2023-05-02,2023-05,05-02,周二,多云~阴,28,22,25.0,6,南风2级,2级,南风,65 良,65,良,2023
2023-05-03,2023-05,05-03,周三,多云~阴,29,24,26.5,5,南风3级,3级,南风,48 优,48,优,2023
2023-05-04,2023-05,05-04,周四,多云~大雨,31,22,26.5,9,西南风4级,4级,西南风,35 优,35,优,2023
2023-05-05,2023-05,05-05,周五,多云~中雨,27,21,24.0,6,西北风1级,1级,西北风,28 优,28,优,2023
2023-05-06,2023-05,05-06,周六,中雨~小雨,20,18,19.0,2,北风3级,3级,北风,31 优,31,优,2023
2023-05-07,2023-05,05-07,周日,多云,23,17,20.0,6,北风4级,4级,北风,41 优,41,优,2023
2023-05-08,2023-05,05-08,周一,多云~晴,25,16,20.5,9,北风3级,3级,北风,42 优,42,优,2023
2023-05-09,2023-05,05-09,周二,晴~阴,25,18,21.5,7,东北风2级,2级,东北风,49 优,49,优,2023
2023-05-10,2023-05,05-10,周三,小雨,22,17,19.5,5,北风2级,2级,北风,54 良,54,良,2023
2023-05-11,2023-05,05-11,周四,小雨~多云,21,17,19.0,4,北风2级,2级,北风,52 良,52,良,2023
2023-05-12,2023-05,05-12,周五,雾~晴,25,17,21.0,8,西北风1级,1级,西北风,47 优,47,优,2023
2023-05-13,2023-05,05-13,周六,雾~多云,28,19,23.5,9,西南风2级,2级,西南风,70 良,70,良,2023
2023-05-14,2023-05,05-14,周日,雾~晴,29,20,24.5,9,西南风2级,2级,西南风,75 良,75,良,2023
2023-05-15,2023-05,05-15,周一,雾~多云,31,23,27.0,8,西南风2级,2级,西南风,65 良,65,良,2023
2023-05-16,2023-05,05-16,周二,小雨~大雨,26,22,24.0,4,东南风1级,1级,东南风,56 良,56,良,2023
2023-05-17,2023-05,05-17,周三,大雨~阴,25,22,23.5,3,西南风2级,2级,西南风,38 优,38,优,2023
2023-05-18,2023-05,05-18,周四,小雨~晴,30,22,26.0,8,东北风3级,3级,东北风,41 优,41,优,2023
2023-05-19,2023-05,05-19,周五,多云,31,24,27.5,7,东北风2级,2级,东北风,59 良,59,良,2023
2023-05-20,2023-05,05-20,周六,小雨~雷阵雨,26,23,24.5,3,东南风2级,2级,东南风,56 良,56,良,2023
2023-05-21,2023-05,05-21,周日,暴雨~大雨,24,19,21.5,5,西南风1级,1级,西南风,33 优,33,优,2023
2023-05-22,2023-05,05-22,周一,多云,19,16,17.5,3,北风4级,4级,北风,42 优,42,优,2023
2023-05-23,2023-05,05-23,周二,多云~小雨,23,19,21.0,4,东北风2级,2级,东北风,66 良,66,良,2023
2023-05-24,2023-05,05-24,周三,多云,24,19,21.5,5,东北风1级,1级,东北风,61 良,61,良,2023
2023-05-25,2023-05,05-25,周四,雾~雷阵雨,27,23,25.0,4,南风1级,1级,南风,56 良,56,良,2023
2023-05-26,2023-05,05-26,周五,雾~晴,32,24,28.0,8,西南风2级,2级,西南风,54 良,54,良,2023
2023-05-27,2023-05,05-27,周六,多云,35,25,30.0,10,西南风2级,2级,西南风,44 优,44,优,2023
2023-05-28,2023-05,05-28,周日,晴~多云,36,27,31.5,9,西南风2级,2级,西南风,40 优,40,优,2023
2023-05-29,2023-05,05-29,周一,晴,36,28,32.0,8,东北风1级,1级,东北风,49 优,49,优,2023
2023-05-30,2023-05,05-30,周二,晴,34,25,29.5,9,东北风3级,3级,东北风,47 优,47,优,2023
2023-05-31,2023-05,05-31,周三,多云~晴,32,24,28.0,8,北风3级,3级,北风,31 优,31,优,2023
2023-06-01,2023-06,06-01,周四,多云,31,25,28.0,6,北风2级,2级,北风,42 优,42,优,2023
2023-06-02,2023-06,06-02,周五,多云~晴,33,26,29.5,7,东北风2级,2级,东北风,49 优,49,优,2023
2023-06-03,2023-06,06-03,周六,多云,31,25,28.0,6,东北风3级,3级,东北风,67 良,67,良,2023
2023-06-04,2023-06,06-04,周日,多云~小雨,33,25,29.0,8,东北风1级,1级,东北风,79 良,79,良,2023
2023-06-05,2023-06,06-05,周一,雷阵雨,30,22,26.0,8,东北风3级,3级,东北风,54 良,54,良,2023
2023-06-06,2023-06,06-06,周二,多云,25,22,23.5,3,东北风1级,1级,东北风,35 优,35,优,2023
2023-06-07,2023-06,06-07,周三,阴~中雨,30,24,27.0,6,西南风2级,2级,西南风,46 优,46,优,2023
2023-06-08,2023-06,06-08,周四,阴~多云,28,24,26.0,4,东北风1级,1级,东北风,26 优,26,优,2023
2023-06-09,2023-06,06-09,周五,阵雨~晴,33,25,29.0,8,西南风2级,2级,西南风,44 优,44,优,2023
2023-06-10,2023-06,06-10,周六,晴~多云,33,24,28.5,9,西南风2级,2级,西南风,40 优,40,优,2023
2023-06-11,2023-06,06-11,周日,多云,34,26,30.0,8,东风1级,1级,东风,55 良,55,良,2023
2023-06-12,2023-06,06-12,周一,多云~雷阵雨,34,27,30.5,7,东北风1级,1级,东北风,61 良,61,良,2023
2023-06-13,2023-06,06-13,周二,小雨~多云,27,23,25.0,4,北风3级,3级,北风,44 优,44,优,2023
2023-06-14,2023-06,06-14,周三,多云,30,24,27.0,6,东北风2级,2级,东北风,61 良,61,良,2023
2023-06-15,2023-06,06-15,周四,雾~雷阵雨,32,24,28.0,8,东风2级,2级,东风,57 良,57,良,2023
2023-06-16,2023-06,06-16,周五,多云~雷阵雨,28,23,25.5,5,东北风2级,2级,东北风,38 优,38,优,2023
2023-06-17,2023-06,06-17,周六,多云~雷阵雨,31,25,28.0,6,南风2级,2级,南风,33 优,33,优,2023
2023-06-18,2023-06,06-18,周日,多云~雷阵雨,33,27,30.0,6,西南风3级,3级,西南风,22 优,22,优,2023
2023-06-19,2023-06,06-19,周一,多云~中雨,34,26,30.0,8,西南风3级,3级,西南风,24 优,24,优,2023
2023-06-20,2023-06,06-20,周二,大雨,28,25,26.5,3,西南风2级,2级,西南风,18 优,18,优,2023
2023-06-21,2023-06,06-21,周三,小雨~中雨,28,23,25.5,5,东风1级,1级,东风,30 优,30,优,2023
2023-06-22,2023-06,06-22,周四,中雨~大雨,25,21,23.0,4,东北风2级,2级,东北风,28 优,28,优,2023
2023-06-23,2023-06,06-23,周五,小雨~雷阵雨,23,22,22.5,1,东北风2级,2级,东北风,26 优,26,优,2023
2023-06-24,2023-06,06-24,周六,中雨~大雨,25,23,24.0,2,东南风1级,1级,东南风,23 优,23,优,2023
2023-06-25,2023-06,06-25,周日,小雨~中雨,27,24,25.5,3,西南风2级,2级,西南风,18 优,18,优,2023
2023-06-26,2023-06,06-26,周一,多云,30,25,27.5,5,西南风3级,3级,西南风,19 优,19,优,2023
2023-06-27,2023-06,06-27,周二,多云~晴,33,26,29.5,7,西南风3级,3级,西南风,29 优,29,优,2023
2023-06-28,2023-06,06-28,周三,多云~晴,34,28,31.0,6,西南风3级,3级,西南风,19 优,19,优,2023
2023-06-29,2023-06,06-29,周四,多云,35,28,31.5,7,西南风3级,3级,西南风,24 优,24,优,2023
2023-06-30,2023-06,06-30,周五,多云~阴,32,27,29.5,5,西南风2级,2级,西南风,33 优,33,优,2023
2023-07-01,2023-07,07-01,周六,小雨~多云,34,28,31.0,6,西南风2级,2级,西南风,34 优,34,优,2023
2023-07-02,2023-07,07-02,周日,多云,35,28,31.5,7,西南风3级,3级,西南风,36 优,36,优,2023
2023-07-03,2023-07,07-03,周一,多云,34,28,31.0,6,西南风3级,3级,西南风,18 优,18,优,2023
2023-07-04,2023-07,07-04,周二,多云~雷阵雨,34,28,31.0,6,西南风3级,3级,西南风,27 优,27,优,2023
2023-07-05,2023-07,07-05,周三,多云~晴,33,29,31.0,4,西南风3级,3级,西南风,28 优,28,优,2023
2023-07-06,2023-07,07-06,周四,多云~晴,36,30,33.0,6,西南风4级,4级,西南风,31 优,31,优,2023
2023-07-07,2023-07,07-07,周五,多云,35,30,32.5,5,西南风4级,4级,西南风,31 优,31,优,2023
2023-07-08,2023-07,07-08,周六,多云~晴,36,30,33.0,6,西南风4级,4级,西南风,36 优,36,优,2023
2023-07-09,2023-07,07-09,周日,多云,36,29,32.5,7,西南风3级,3级,西南风,33 优,33,优,2023
2023-07-10,2023-07,07-10,周一,多云~晴,37,29,33.0,8,西南风3级,3级,西南风,35 优,35,优,2023
2023-07-11,2023-07,07-11,周二,晴,36,30,33.0,6,西南风3级,3级,西南风,35 优,35,优,2023
2023-07-12,2023-07,07-12,周三,多云~晴,37,30,33.5,7,西南风3级,3级,西南风,38 优,38,优,2023
2023-07-13,2023-07,07-13,周四,多云~晴,36,30,33.0,6,西南风3级,3级,西南风,37 优,37,优,2023
2023-07-14,2023-07,07-14,周五,阴,37,29,33.0,8,西南风2级,2级,西南风,40 优,40,优,2023
2023-07-15,2023-07,07-15,周六,阴~多云,34,28,31.0,6,北风3级,3级,北风,32 优,32,优,2023
2023-07-16,2023-07,07-16,周日,小雨~雷阵雨,32,27,29.5,5,东北风4级,4级,东北风,52 良,52,良,2023
2023-07-17,2023-07,07-17,周一,阴~多云,33,27,30.0,6,东北风3级,3级,东北风,37 优,37,优,2023
2023-07-18,2023-07,07-18,周二,多云~雷阵雨,35,27,31.0,8,东北风2级,2级,东北风,31 优,31,优,2023
2023-07-19,2023-07,07-19,周三,小雨~雷阵雨,35,27,31.0,8,东南风1级,1级,东南风,23 优,23,优,2023
2023-07-20,2023-07,07-20,周四,小雨~雷阵雨,34,27,30.5,7,西南风2级,2级,西南风,26 优,26,优,2023
2023-07-21,2023-07,07-21,周五,小雨~雷阵雨,34,27,30.5,7,西南风2级,2级,西南风,26 优,26,优,2023
2023-07-22,2023-07,07-22,周六,暴雨~中雨,34,26,30.0,8,西南风2级,2级,西南风,21 优,21,优,2023
2023-07-23,2023-07,07-23,周日,阴~多云,28,26,27.0,2,西南风3级,3级,西南风,18 优,18,优,2023
2023-07-24,2023-07,07-24,周一,阴~多云,35,27,31.0,8,西南风1级,1级,西南风,32 优,32,优,2023
2023-07-25,2023-07,07-25,周二,阴~多云,34,27,30.5,7,东南风1级,1级,东南风,34 优,34,优,2023
2023-07-26,2023-07,07-26,周三,阴~多云,33,27,30.0,6,东北风2级,2级,东北风,36 优,36,优,2023
2023-07-27,2023-07,07-27,周四,阴~多云,35,27,31.0,8,东北风3级,3级,东北风,24 优,24,优,2023
2023-07-28,2023-07,07-28,周五,阴~中雨,30,26,28.0,4,东北风3级,3级,东北风,18 优,18,优,2023
2023-07-29,2023-07,07-29,周六,中雨~小雨,30,26,28.0,4,南风2级,2级,南风,16 优,16,优,2023
2023-07-30,2023-07,07-30,周日,小雨~多云,33,27,30.0,6,南风2级,2级,南风,22 优,22,优,2023
2023-07-31,2023-07,07-31,周一,小雨~中雨,31,26,28.5,5,南风2级,2级,南风,23 优,23,优,2023
2023-08-01,2023-08,08-01,周二,阴~多云,34,27,30.5,7,东风2级,2级,东风,23 优,23,优,2023
2023-08-02,2023-08,08-02,周三,阴~晴,35,28,31.5,7,东北风2级,2级,东北风,30 优,30,优,2023
2023-08-03,2023-08,08-03,周四,阴~晴,37,30,33.5,7,东北风2级,2级,东北风,31 优,31,优,2023
2023-08-04,2023-08,08-04,周五,多云~晴,37,30,33.5,7,北风2级,2级,北风,39 优,39,优,2023
2023-08-05,2023-08,08-05,周六,阴~晴,37,30,33.5,7,南风1级,1级,南风,50 优,50,优,2023
2023-08-06,2023-08,08-06,周日,阴~多云,36,29,32.5,7,西南风1级,1级,西南风,53 良,53,良,2023
2023-08-07,2023-08,08-07,周一,阴~多云,35,29,32.0,6,北风1级,1级,北风,31 优,31,优,2023
2023-08-08,2023-08,08-08,周二,阴~多云,34,28,31.0,6,东北风2级,2级,东北风,31 优,31,优,2023
2023-08-09,2023-08,08-09,周三,小雨~多云,33,27,30.0,6,东北风3级,3级,东北风,37 优,37,优,2023
2023-08-10,2023-08,08-10,周四,阴~晴,34,28,31.0,6,东北风3级,3级,东北风,44 优,44,优,2023
2023-08-11,2023-08,08-11,周五,阴~晴,35,29,32.0,6,东风2级,2级,东风,48 优,48,优,2023
